English,Compound,"Izaki Reading
(sandhi applied)"
#ERROR!,旧居,#ERROR!
#ERROR!,旧教,#ERROR!
Old friendship,旧交,#ERROR!
#ERROR!,曲,#ERROR!
Ushigo,牛後,#ERROR!
#ERROR!,極悪,#ERROR!
equestrian feats,曲馬,#ERROR!
#ERROR!,極微,#ERROR!
#ERROR!,極大,kyukudai
#ERROR!,極道,#ERROR!
#ERROR!,極言,kyukuyon
distortion,曲解,#ERROR!
#ERROR!,極貧,#ERROR!
#ERROR!,極北,#ERROR!
#ERROR!,極官,#ERROR!
#ERROR!,極寒,kyukkkan
capital punishment,極刑,kyukkkei
#ERROR!,曲名,#ERROR!
#ERROR!,曲面,#ERROR!
#ERROR!,曲目,kukumoku
#ERROR!,曲率,#ERROR!
songwriting,曲想,#ERROR!
polarity,極性,#ERROR!
peak,極盛,#ERROR!
Climax phase,極相,#ERROR!
curved water,曲水,#ERROR!
extreme left,極左,kyukusa
#ERROR!,極端,kyukutan
#ERROR!,極点,#ERROR!
polar region,極地,#ERROR!
#ERROR!,極暑,#ERROR!
straight track,曲直,#ERROR!
melody,曲調,#ERROR!
Acrobatics,曲芸,#ERROR!
#ERROR!,極右,#ERROR!
Old building,旧館,#ERROR!
old custom,旧慣,#ERROR!
#ERROR!,旧幕,#ERROR!
Former name,旧名,#ERROR!
#ERROR!,急,#ERROR!
#ERROR!,急病,#ERROR!
#ERROR!,急電,#ERROR!
#ERROR!,急減,#ERROR!
Express,急行,#ERROR!
milk,牛乳,gunyun
last year,旧年,#ERROR!
#ERROR!,急用,#ERROR!
#ERROR!,急航,kyunhān
#ERROR!,急冷,#ERROR!
dispatch,急派,#ERROR!
#ERROR!,急迫,#ERROR!
#ERROR!,急報,#ERROR!
#ERROR!,急落,#ERROR!
#ERROR!,急送,#ERROR!
sudden death,急死,#ERROR!
#ERROR!,急使,#ERROR!
Rapid rise,急伸,#ERROR!
#ERROR!,急追,kyuntswi
#ERROR!,急転,#ERROR!
beef,牛肉,#ERROR!
#ERROR!,急造,#ERROR!
#ERROR!,急ぐ,#ERROR!
steep,急峻,#ERROR!
#ERROR!,急患,#ERROR!
#ERROR!,急登,#ERROR!
culmination,究竟,#ERROR!
#ERROR!,急襲,#ERROR!
#ERROR!,急須,#ERROR!
Soaring,急騰,#ERROR!
Old version,旧版,#ERROR!
#ERROR!,旧藩,kupan
#ERROR!,牛皮,#ERROR!
#ERROR!,牛歩,#ERROR!
#ERROR!,旧法,#ERROR!
mortar,臼砲,kyūhō
Former territory,旧領,#ERROR!
Old work,旧作,#ERROR!
#ERROR!,旧城,#ERROR!
#ERROR!,旧習,#ERROR!
#ERROR!,牛舎,#ERROR!
bygone,旧事,#ERROR!
#ERROR!,旧主,kushu
#ERROR!,旧守,#ERROR!
#ERROR!,携帯,keitai
Former capital,旧都,#ERROR!
#ERROR!,旧地,#ERROR!
#ERROR!,牛脂,#ERROR!
molar,臼歯,#ERROR!
#ERROR!,牛頭,gutu
#ERROR!,牛王,#ERROR!
#ERROR!,旧蔵,#ERROR!
old man,旧人,#ERROR!
old retainer,旧臣,kujin
#ERROR!,旧州,#ERROR!
old debt,旧債,#ERROR!
#ERROR!,旧弊,#ERROR!
Old name,旧称,#ERROR!
old manuscript,旧稿,#ERROR!
#ERROR!,牛糞,#ERROR!
#ERROR!,旧著,#ERROR!
Historic sites,旧跡,#ERROR!
Former Residence,旧邸,kuche
#ERROR!,牛飼座,#ERROR!
#ERROR!,公案,#ERROR!
#ERROR!,公売,#ERROR!
#ERROR!,紅梅,koumai
#ERROR!,交番,#ERROR!
#ERROR!,工部,#ERROR!
#ERROR!,公党,#ERROR!
#ERROR!,交代,#ERROR!
Institute of Technology,工大,#ERROR!
#ERROR!,公図,#ERROR!
Public order,公序,#ERROR!
factory,工場,#ERROR!
Dating,交際,#ERROR!
Official History,公伝,#ERROR!
Koda,公田,#ERROR!
#ERROR!,交情,#ERROR!
Kindness,厚情,#ERROR!
postulate,公準,#ERROR!
Shameless,厚顔,#ERROR!
Rosy cheeks,紅顔,#ERROR!
#ERROR!,公宮,#ERROR!
#ERROR!,紅軍,#ERROR!
#ERROR!,工學,#ERROR!
Construction costs,工費,#ERROR!
public holiday,公休,#ERROR!
#ERROR!,公印,#ERROR!
Only red one,紅一点,#ERROR!
#ERROR!,公役,kouyoki
public,公営,#ERROR!
#ERROR!,紅葉,#ERROR!
#ERROR!,公有,#ERROR!
#ERROR!,工科,#ERROR!
#ERROR!,交合,#ERROR!
public,公開,#ERROR!
#ERROR!,公海,#ERROR!
#ERROR!,交感神経,#ERROR!
#ERROR!,公器,kouki
#ERROR!,工期,#ERROR!
#ERROR!,紅旗,#ERROR!
#ERROR!,公金,#ERROR!
Symphony,交響楽,#ERROR!
#ERROR!,公許,#ERROR!
study,考究,#ERROR!
Technical High School,工高,#ERROR!
#ERROR!,紅潮,#ERROR!
Public notice,公告,#ERROR!
#ERROR!,考古學,#ERROR!
Public power,公権,koukwon
construction area,工区,#ERROR!
port entrance,港口,#ERROR!
#ERROR!,公國,#ERROR!
#ERROR!,公課,#ERROR!
evaluation,考課,#ERROR!
#ERROR!,公館,#ERROR!
exchange,交換,#ERROR!
#ERROR!,交会,#ERROR!
#ERROR!,紅毛,#ERROR!
#ERROR!,公務,koumu
civil servant,公務員,#ERROR!
#ERROR!,航,hān
inside the harbor,港内,kōnae
Official recognition,公認,#ERROR!
sailing,航洋,#ERROR!
#ERROR!,航海,#ERROR!
#ERROR!,航艦,#ERROR!
#ERROR!,航空,#ERROR!
#ERROR!,航空母艦,#ERROR!
#ERROR!,圏内,#ERROR!
#ERROR!,公女,#ERROR!
#ERROR!,工女,#ERROR!
#ERROR!,工農,#ERROR!
navigation,航法,hānhō
#ERROR!,航走,#ERROR!
cruising,航続,#ERROR!
Itinerary,航程,#ERROR!
#ERROR!,航戦,#ERROR!
#ERROR!,圏外,#ERROR!
Emphasis points,圏点,#ERROR!
#ERROR!,圏谷,#ERROR!
#ERROR!,航跡,#ERROR!
#ERROR!,紅玉,#ERROR!
#ERROR!,厚恩,kauen
#ERROR!,工房,#ERROR!
trial,公判,#ERROR!
#ERROR!,公平,#ERROR!
#ERROR!,工品,#ERROR!
#ERROR!,公表,#ERROR!
Public bulletin,公報,#ERROR!
public law,公法,#ERROR!
#ERROR!,工夫,#ERROR!
#ERROR!,公理,kouri
#ERROR!,公立,#ERROR!
Duchy,公領,kouryōn
consideration,考量,#ERROR!
#ERROR!,交流,#ERROR!
#ERROR!,公路,#ERROR!
#ERROR!,厚労,#ERROR!
Intersection,交差,#ERROR!
#ERROR!,公差,koutsa
examination,考査,#ERROR!
Black tea,紅茶,#ERROR!
#ERROR!,公算,#ERROR!
Consideration,考察,#ERROR!
public welfare,厚生,#ERROR!
#ERROR!,紅色,#ERROR!
#ERROR!,公選,#ERROR!
engineering ship,工船,#ERROR!
Public facility,公設,#ERROR!
#ERROR!,公訴,#ERROR!
Agricultural and fertile,厚相,#ERROR!
#ERROR!,工数,#ERROR!
#ERROR!,工商,#ERROR!
public bonds,公社債,#ERROR!
#ERROR!,紅赤,#ERROR!
#ERROR!,交接,#ERROR!
#ERROR!,工事,#ERROR!
#ERROR!,公事,#ERROR!
#ERROR!,厚志,#ERROR!
#ERROR!,港市,kōshi
#ERROR!,考試,#ERROR!
#ERROR!,紅紫,#ERROR!
#ERROR!,公式,#ERROR!
#ERROR!,公信,#ERROR!
public/private,公私立,#ERROR!
Public House,公室,koushis
#ERROR!,公正,kousei
Work-related injury,公傷,#ERROR!
#ERROR!,公主,#ERROR!
#ERROR!,工種,#ERROR!
Cultivated seeds,耕種,#ERROR!
#ERROR!,交点,kyoten
#ERROR!,公徳,koutoku
#ERROR!,公地,#ERROR!
official,公定,#ERROR!
#ERROR!,交通,#ERROR!
#ERROR!,公転,#ERROR!
Publicly known,公知,#ERROR!
Labor costs,工賃,#ERROR!
outside the port,港外,kōwai
Crafts and Fine Arts,工芸美術,#ERROR!
#ERROR!,公園,#ERROR!
#ERROR!,公議,#ERROR!
#ERROR!,厚意,kauwi
#ERROR!,工業,#ERROR!
#ERROR!,公族,#ERROR!
#ERROR!,交雑,#ERROR!
#ERROR!,公人,kouzhin
craftsman,工人,#ERROR!
#ERROR!,考える,kō
#ERROR!,公僕,#ERROR!
Artificer,工匠,#ERROR!
public official,公吏,#ERROR!
#ERROR!,公妃,#ERROR!
#ERROR!,公娼,#ERROR!
Gongsun,公孫,kouson
Arsenal,工廠,#ERROR!
#ERROR!,考慮,kōryo
public indignation,公憤,koufun
#ERROR!,紅楼,#ERROR!
#ERROR!,交歓,#ERROR!
#ERROR!,紅涙,kourwi
#ERROR!,交渉,#ERROR!
red light,紅灯,#ERROR!
#ERROR!,公租,#ERROR!
#ERROR!,公簿,#ERROR!
#ERROR!,耕耘,#ERROR!
thick and thin,厚薄,#ERROR!
#ERROR!,紅藻,#ERROR!
#ERROR!,紅裙,#ERROR!
exchange,交詢,kyo
friendship,交誼,#ERROR!
#ERROR!,厚遇,#ERROR!
#ERROR!,公邸,#ERROR!
individual,個々,#ERROR!
Takaas,高ās,#ERROR!
#ERROR!,古馬,koma
#ERROR!,個別,#ERROR!
#ERROR!,戸別,#ERROR!
#ERROR!,個物,#ERROR!
#ERROR!,古物,#ERROR!
#ERROR!,古拙,#ERROR!
ancient road,古道,#ERROR!
Ancient legends,古伝,#ERROR!
isolation,孤絶,#ERROR!
old temple,古寺,#ERROR!
Attach,固持,#ERROR!
Firmly refuse,固辞,#ERROR!
Historical facts,故実,koshis
Rakugo,高座,#ERROR!
#ERROR!,告解,#ERROR!
#ERROR!,孤影,koei
#ERROR!,告文,#ERROR!
Confession,告白,#ERROR!
accusation,告訴,#ERROR!
notice,告示,#ERROR!
admonition,告諭,#ERROR!
#ERROR!,胡粉,#ERROR!
individual self,個我,#ERROR!
Takaya,高雅,#ERROR!
old proverb,古言,koyon
#ERROR!,高言,#ERROR!
#ERROR!,故宮,#ERROR!
#ERROR!,孤軍,#ERROR!
#ERROR!,古學,kokaku
#ERROR!,高一,#ERROR!
#ERROR!,高遠,#ERROR!
#ERROR!,固有,#ERROR!
old song,古歌,#ERROR!
height and fall,高下,#ERROR!
expensive,高価,#ERROR!
#ERROR!,高家,#ERROR!
Old grade,古格,#ERROR!
#ERROR!,高角,#ERROR!
Higher examination,高検,#ERROR!
#ERROR!,古器,#ERROR!
#ERROR!,古記,#ERROR!
#ERROR!,固着,#ERROR!
#ERROR!,高気ās,#ERROR!
customer,顧客,#ERROR!
#ERROR!,高校,kōkyo
#ERROR!,胡弓,kūn
#ERROR!,高潮,#ERROR!
#ERROR!,孤高,kokō
High engineering,高工,#ERROR!
#ERROR!,局,#ERROR!
#ERROR!,高空,#ERROR!
Area code,局番,#ERROR!
#ERROR!,局限,#ERROR!
#ERROR!,局名,#ERROR!
Inside the station,局内,#ERROR!
Station building,局舎,#ERROR!
Outside station,局外,#ERROR!
#ERROR!,固化,#ERROR!
High probability,高確,kōkwaku
#ERROR!,古米,#ERROR!
#ERROR!,古名,#ERROR!
#ERROR!,枯木,#ERROR!
Takagi,高木,#ERROR!
ancient text,古文,komun
subject,件,#ERROR!
inside the warehouse,庫内,#ERROR!
Root,根部,#ERROR!
Gondo,権道,#ERROR!
before marriage,婚前,#ERROR!
#ERROR!,権原,#ERROR!
Gonbei,権兵衛,#ERROR!
#ERROR!,権限,#ERROR!
#ERROR!,高二,#ERROR!
Senior,高年,#ERROR!
#ERROR!,婚家,#ERROR!
root group,根基,#ERROR!
#ERROR!,婚期,#ERROR!
Incarnation,権化,#ERROR!
#ERROR!,権利,#ERROR!
power,権力,#ERROR!
#ERROR!,件名,#ERROR!
authority,権門,kwonmun
#ERROR!,権能,#ERROR!
High school girl,高女,#ERROR!
High ability,高能,kōnōn
#ERROR!,権益,#ERROR!
#ERROR!,根本,#ERROR!
#ERROR!,根本的,#ERROR!
#ERROR!,根治,#ERROR!
wedding ceremony,婚儀,#ERROR!
Powerful ministers,権臣,#ERROR!
#ERROR!,権威,kwonni
#ERROR!,婚嫁,#ERROR!
#ERROR!,根拠,#ERROR!
#ERROR!,根茎,#ERROR!
#ERROR!,根菜,#ERROR!
#ERROR!,権謀,#ERROR!
old character pronunciation,古音,#ERROR!
Shion,潮音,tsōon
#ERROR!,高配,kōhai
high court,高判,#ERROR!
old writing,古筆,kobis
#ERROR!,古法,#ERROR!
#ERROR!,古楽,#ERROR!
#ERROR!,高札,#ERROR!
#ERROR!,故里,#ERROR!
#ERROR!,孤立,#ERROR!
#ERROR!,高利貸,#ERROR!
#ERROR!,高冷地,#ERROR!
Ancient style,古流,koryūn
high rate,高率,#ERROR!
#ERROR!,高炉,kōro
#ERROR!,高裁,#ERROR!
#ERROR!,故山,#ERROR!
#ERROR!,高三,kōsan
individuality,個性,#ERROR!
old castle,古城,#ERROR!
lonely castle,孤城,#ERROR!
old castle,故城,#ERROR!
Paleozoic,古生,#ERROR!
#ERROR!,高声,#ERROR!
#ERROR!,古籍,#ERROR!
#ERROR!,古色,#ERROR!
#ERROR!,高専,#ERROR!
#ERROR!,古銭,#ERROR!
#ERROR!,高説,#ERROR!
bone meal,骨粉,#ERROR!
bone organ,骨器,#ERROR!
#ERROR!,骨膜,kosmaku
bone and meat,骨肉,#ERROR!
#ERROR!,高祖,#ERROR!
#ERROR!,高速,#ERROR!
#ERROR!,高足,#ERROR!
#ERROR!,骨法,#ERROR!
#ERROR!,骨部,#ERROR!
#ERROR!,骨相,#ERROR!
femoral head,骨頭,#ERROR!
ancient layer,古層,#ERROR!
#ERROR!,骨灰,koshwi
#ERROR!,骨牌,#ERROR!
Ancient shrine,古社,#ERROR!
#ERROR!,高射,#ERROR!
Higher Commercial School,高商,#ERROR!
Anti-aircraft guns,高射砲,#ERROR!
old poem,古詩,#ERROR!
#ERROR!,枯死,#ERROR!
Takashi,高師,#ERROR!
waste paper,故紙,#ERROR!
Takashi,高士,#ERROR!
Traditional,古式,#ERROR!
#ERROR!,高質,#ERROR!
#ERROR!,故障,#ERROR!
#ERROR!,固守,#ERROR!
#ERROR!,戸主,#ERROR!
#ERROR!,古塔,#ERROR!
#ERROR!,枯淡,#ERROR!
#ERROR!,高点,#ERROR!
#ERROR!,古典,#ERROR!
Takanori,高徳,#ERROR!
#ERROR!,孤独,#ERROR!
#ERROR!,個展,#ERROR!
#ERROR!,故地,kotsi
#ERROR!,高脂,#ERROR!
#ERROR!,固定,kotei/jōn
#ERROR!,固定資本,kotei/jōntsahon
#ERROR!,固定資産,#ERROR!
#ERROR!,戸長,#ERROR!
solid,固体,#ERROR!
#ERROR!,古体,#ERROR!
#ERROR!,個的,#ERROR!
old knowledge,故知,#ERROR!
#ERROR!,高調,#ERROR!
#ERROR!,高燥,#ERROR!
#ERROR!,高周波,kōshūpa
Ancient meaning,古義,#ERROR!
#ERROR!,潮位,#ERROR!
#ERROR!,高域,#ERROR!
individual,個人,#ERROR!
#ERROR!,古注,#ERROR!
ancient temple,古刹,koses
Takagin,高吟,#ERROR!
#ERROR!,高峰,#ERROR!
#ERROR!,高弟,#ERROR!
#ERROR!,孤愁,#ERROR!
consideration,顧慮,#ERROR!
high tower,高楼,#ERROR!
#ERROR!,潮汐,#ERROR!
#ERROR!,古湯,#ERROR!
#ERROR!,高禄,#ERROR!
#ERROR!,古称,#ERROR!
#ERROR!,古窯,#ERROR!
#ERROR!,高著,#ERROR!
ancient song,古謡,koyō
#ERROR!,古跡,#ERROR!
high step,高踏,#ERROR!
Takasono,高邁,#ERROR!
hometown,故郷,#ERROR!
#ERROR!,固陋,#ERROR!
Elderly,高齢,#ERROR!
Ward,区,#ERROR!
#ERROR!,句,#ERROR!
#ERROR!,後備,#ERROR!
#ERROR!,後代,#ERROR!
#ERROR!,後行,#ERROR!
#ERROR!,後背,#ERROR!
#ERROR!,後學,#ERROR!
#ERROR!,後悔,#ERROR!
#ERROR!,後夜,#ERROR!
#ERROR!,後葉,#ERROR!
#ERROR!,後下,#ERROR!
background,後景,houkei
#ERROR!,後期,houki
#ERROR!,後記,#ERROR!
patronage,後顧,#ERROR!
Backbend,後屈,#ERROR!
#ERROR!,後鬼,#ERROR!
#ERROR!,後光,#ERROR!
Rear side,後面,#ERROR!
rear gate,後門,houmun
#ERROR!,構文,#ERROR!
#ERROR!,後難,hounan
#ERROR!,空費,kūnhi
air transport,空輸,kūnshu
#ERROR!,空海,#ERROR!
space,空間,#ERROR!
Quietness,空閑,#ERROR!
#ERROR!,空気,kūnki
#ERROR!,空港,kūnkō
blank,空欄,#ERROR!
#ERROR!,空理,#ERROR!
air-cooled,空冷,#ERROR!
#ERROR!,空路,#ERROR!
#ERROR!,空文,#ERROR!
#ERROR!,空砲,#ERROR!
#ERROR!,空想,#ERROR!
emptiness,空性,#ERROR!
#ERROR!,空車,#ERROR!
#ERROR!,空室,#ERROR!
#ERROR!,空撮,#ERROR!
aerial combat,空戦,#ERROR!
#ERROR!,空転,#ERROR!
#ERROR!,空調,#ERROR!
#ERROR!,空位,#ERROR!
airspace,空域,#ERROR!
#ERROR!,空く,#ERROR!
Airborne,空挺,#ERROR!
airstrike,空爆,#ERROR!
Empty,空疎,kūnsi
#ERROR!,空隙,#ERROR!
#ERROR!,構音,#ERROR!
#ERROR!,後半,#ERROR!
Part 2,後編,#ERROR!
backward,後方,#ERROR!
#ERROR!,後来,#ERROR!
rear wheel,後輪,#ERROR!
#ERROR!,後略,#ERROR!
#ERROR!,後列,#ERROR!
trailing edge,後縁,#ERROR!
Concept,構想,#ERROR!
composition,構成,#ERROR!
structure,構制,kōsei
#ERROR!,後席,houseku
Postponement,後送,#ERROR!
series,級数,#ERROR!
#ERROR!,後者,#ERROR!
rear car,後車,#ERROR!
#ERROR!,後事,#ERROR!
#ERROR!,後肢,#ERROR!
#ERROR!,後身,#ERROR!
rear chamber,後室,#ERROR!
rear end,後端,#ERROR!
Acquired,後天,#ERROR!
acquired,後天的,#ERROR!
Reverse,後進,#ERROR!
#ERROR!,級長,#ERROR!
#ERROR!,後陣,#ERROR!
construction,構築,#ERROR!
#ERROR!,構外,kōwai
#ERROR!,及第,#ERROR!
#ERROR!,後人,#ERROR!
#ERROR!,後円,houyen
Later,後刻,houkaku
#ERROR!,後嗣,houshi
in the dust,後塵,#ERROR!
Posted later,後掲,#ERROR!
#ERROR!,後章,#ERROR!
descendant,後胤,#ERROR!
hind chest,後胸,#ERROR!
rearguard,後衛,#ERROR!
#ERROR!,後裔,#ERROR!
latter section,後項,#ERROR!
#ERROR!,後願,#ERROR!
#ERROR!,求愛,#ERROR!
#ERROR!,区別,#ERROR!
#ERROR!,区部,#ERROR!
Mouth,口部,#ERROR!
Seeking the Way,求道,#ERROR!
#ERROR!,球場,gyujō
spherical,球状,#ERROR!
#ERROR!,口伝,#ERROR!
#ERROR!,九字,#ERROR!
#ERROR!,口中,#ERROR!
#ERROR!,口述,#ERROR!
#ERROR!,口座,#ERROR!
#ERROR!,口演,#ERROR!
#ERROR!,球技,#ERROR!
colloquial language,口語,#ERROR!
#ERROR!,口撃,#ERROR!
#ERROR!,口約,#ERROR!
#ERROR!,区営,#ERROR!
eternity,久遠,#ERROR!
Nine Days,九曜,#ERROR!
#ERROR!,球界,#ERROR!
corner of mouth,口角,#ERROR!
Mynah,九官,#ERROR!
Sentence request,求刑,#ERROR!
Mouth,口気,#ERROR!
#ERROR!,拘禁,#ERROR!
#ERROR!,球形,#ERROR!
#ERROR!,國家,#ERROR!
#ERROR!,國記,kukkki
#ERROR!,國庫,#ERROR!
#ERROR!,國公,#ERROR!
#ERROR!,國公私立,kukkkoushiris
#ERROR!,國花,#ERROR!
#ERROR!,國会,#ERROR!
marriage proposal,求婚,#ERROR!
bulbs,球根,#ERROR!
#ERROR!,國安,#ERROR!
national university,國大,#ERROR!
#ERROR!,國電,#ERROR!
#ERROR!,國際,#ERROR!
#ERROR!,國字,#ERROR!
#ERROR!,國情,#ERROR!
#ERROR!,國技,#ERROR!
#ERROR!,國軍,kukugun
#ERROR!,國費,#ERROR!
#ERROR!,國号,#ERROR!
overcome,克服,#ERROR!
#ERROR!,國華,#ERROR!
#ERROR!,國訳,#ERROR!
Kuniyoshi,國慶,#ERROR!
National Constitution,國憲,#ERROR!
National ban,國禁,#ERROR!
national border,國境,#ERROR!
#ERROR!,國権,kukkkwon
country mother,國母,#ERROR!
#ERROR!,國内,#ERROR!
#ERROR!,國難,#ERROR!
#ERROR!,國恩,#ERROR!
Kunihiro,國博,kukupake
national currency,國幣,#ERROR!
#ERROR!,國法,#ERROR!
Kunimoto,國本,#ERROR!
#ERROR!,國富,#ERROR!
#ERROR!,國風,#ERROR!
Japanese music,國楽,#ERROR!
#ERROR!,國立,#ERROR!
#ERROR!,國論,#ERROR!
national system,國制,#ERROR!
#ERROR!,國選,#ERROR!
national affairs,國事,#ERROR!
#ERROR!,國使,#ERROR!
#ERROR!,國史,#ERROR!
national master,國師,#ERROR!
Kokushi,國士,#ERROR!
#ERROR!,國事犯,#ERROR!
national book,國書,#ERROR!
#ERROR!,國主,#ERROR!
#ERROR!,國対,kukutai
country,國土,#ERROR!
#ERROR!,國都,#ERROR!
#ERROR!,國体（國家体制）,#ERROR!
#ERROR!,國鳥,#ERROR!
national fortune,國運,#ERROR!
king,國王,#ERROR!
#ERROR!,國税,#ERROR!
national thief,國賊,#ERROR!
#ERROR!,國造,#ERROR!
commonwealth,國共,#ERROR!
#ERROR!,國劇,#ERROR!
national prestige,國威,#ERROR!
Katsumi,克己,#ERROR!
national motto,國是,#ERROR!
#ERROR!,國漢,#ERROR!
national seal,國璽,#ERROR!
national emblem,國章,#ERROR!
#ERROR!,國粋,#ERROR!
#ERROR!,國葬,#ERROR!
#ERROR!,國衙,kuku
#ERROR!,國賓,#ERROR!
#ERROR!,國辱,#ERROR!
#ERROR!,区名,kumei
#ERROR!,区民,#ERROR!
#ERROR!,球面,#ERROR!
#ERROR!,郡,#ERROR!
Rural areas,郡部,gumbu
#ERROR!,郡代,#ERROR!
Telegram,訓電,#ERROR!
#ERROR!,訓導,#ERROR!
Instructions,訓辞,#ERROR!
discipline,訓育,#ERROR!
admonition,訓戒,#ERROR!
Lord,君公,#ERROR!
#ERROR!,訓告,#ERROR!
#ERROR!,君國,#ERROR!
#ERROR!,訓令,#ERROR!
Monarchy,君民,kunmin
Kimi no Mikoto,君命,#ERROR!
Kimi-on,君恩,#ERROR!
training,訓練,kunlen
county system,郡制,gunsei
#ERROR!,君側,#ERROR!
Explanation,訓釈,#ERROR!
Punctuation marks,訓点,#ERROR!
The ruler's virtue,君徳,#ERROR!
#ERROR!,訓読,#ERROR!
#ERROR!,郡長,gunchān
Precept,訓話,#ERROR!
Instructions,訓示,#ERROR!
prince and vassal,君臣,#ERROR!
#ERROR!,郡庁,#ERROR!
#ERROR!,揮毫,#ERROR!
Law-seeking,求法,#ERROR!
#ERROR!,駆風,#ERROR!
#ERROR!,口腹,#ERROR!
classification,区分,#ERROR!
#ERROR!,口分,#ERROR!
rim,口縁,#ERROR!
#ERROR!,拘留,#ERROR!
#ERROR!,求償,#ERROR!
Haiku composition,句作,#ERROR!
submission,屈従,kucchū
nine stars,九星,kusei
#ERROR!,口銭,#ERROR!
#ERROR!,屈曲,kuskuku
pitch speed,球速,#ERROR!
restraint,拘束,#ERROR!
#ERROR!,屈折,#ERROR!
#ERROR!,屈伸,#ERROR!
collection of haiku,句集,kusūs
#ERROR!,口承,#ERROR!
#ERROR!,球審,#ERROR!
#ERROR!,九死,#ERROR!
Ward city,区市,kushi
#ERROR!,口唇,#ERROR!
Centripetal,求心,#ERROR!
#ERROR!,球質,#ERROR!
#ERROR!,球種,#ERROR!
Oral reply,口答,#ERROR!
#ERROR!,区隊,kutai
#ERROR!,口達,#ERROR!
period,句点,#ERROR!
#ERROR!,句読,kudoku
#ERROR!,句読点,#ERROR!
#ERROR!,口舌,#ERROR!
#ERROR!,駆逐艦,kuchikkkan
tone,口調,#ERROR!
Outside the ward,区外,kuwai
meaning of a phrase,句意,#ERROR!
#ERROR!,区議,kuwi
#ERROR!,区域,#ERROR!
#ERROR!,拘泥,#ERROR!
#ERROR!,球児,#ERROR!
proboscis,口吻,#ERROR!
Pitching power,球威,gyui
#ERROR!,口授,#ERROR!
#ERROR!,口渇,#ERROR!
#ERROR!,口碑,kupi
#ERROR!,句碑,#ERROR!
#ERROR!,口称,kutsīn
Cocci,球菌,#ERROR!
#ERROR!,口蓋,#ERROR!
#ERROR!,口跡,#ERROR!
#ERROR!,久闊,#ERROR!
transformation,化,#ERROR!
currency,貨,#ERROR!
#ERROR!,広済,#ERROR!
#ERROR!,広場,#ERROR!
#ERROR!,広布,#ERROR!
#ERROR!,広言,#ERROR!
Hirono,広野,#ERROR!
Wide-angle,広角,#ERROR!
#ERROR!,広軌,kōki
#ERROR!,広告,#ERROR!
Wide,広目,#ERROR!
#ERROR!,広益,#ERROR!
public relations,広報,#ERROR!
#ERROR!,広壮,#ERROR!
broad sense,広義,#ERROR!
#ERROR!,広狭,#ERROR!
#ERROR!,広袤,#ERROR!
flower crest,花紋,#ERROR!
#ERROR!,花台,#ERROR!
#ERROR!,果断,#ERROR!
excessive,過度,#ERROR!
inflorescence,花序,#ERROR!
#ERROR!,課題,#ERROR!
Kaden,花伝,#ERROR!
#ERROR!,花粉,#ERROR!
#ERROR!,過不足,#ERROR!
#ERROR!,快便,kwebīn
Kaito,快刀,#ERROR!
Recovery,快気,kweki
A remarkable achievement,快挙,#ERROR!
Good sleep,快眠,#ERROR!
getting better,快方,#ERROR!
#ERROR!,快作,kwetsaku
#ERROR!,快走,#ERROR!
#ERROR!,快勝,#ERROR!
comfortable,快適,#ERROR!
Good condition,快調,#ERROR!
Kaiya,快哉,kwe
Healing,快癒,#ERROR!
Good author,快著,#ERROR!
readily agreed,快諾,kwenyaku
#ERROR!,快闊,kwe
#ERROR!,課役,#ERROR!
#ERROR!,花器,#ERROR!
#ERROR!,花期,#ERROR!
#ERROR!,課金,#ERROR!
cargo passenger,貨客,#ERROR!
#ERROR!,過客,#ERROR!
#ERROR!,過去,#ERROR!
#ERROR!,拡大,hwakudai
#ERROR!,確度,#ERROR!
Affirmation,確言,#ERROR!
#ERROR!,確約,#ERROR!
#ERROR!,拡販,hwakupan
Secure,確保,#ERROR!
#ERROR!,確立,#ERROR!
#ERROR!,確率,#ERROR!
#ERROR!,拡声,#ERROR!
loudspeaker,拡声器,#ERROR!
#ERROR!,確信,#ERROR!
definite answer,確答,#ERROR!
#ERROR!,確定,#ERROR!
#ERROR!,拡張,#ERROR!
diffusion,拡散,#ERROR!
#ERROR!,拡延,#ERROR!
Widening,拡幅,hwakufuku
corolla,花冠,hwakwan
#ERROR!,花木,#ERROR!
#ERROR!,課目,#ERROR!
#ERROR!,館,#ERROR!
sold out,完売,#ERROR!
#ERROR!,乾物,#ERROR!
#ERROR!,完済,#ERROR!
Trusteeship,管財,#ERROR!
#ERROR!,完全な,#ERROR!
coronary,冠状,#ERROR!
tubular,管状,#ERROR!
#ERROR!,乾田,#ERROR!
#ERROR!,乾布,#ERROR!
#ERROR!,完封,#ERROR!
observer,觀兵,#ERROR!
The other day,過日,kanis
complete translation,完訳,#ERROR!
Involvement,関与,#ERROR!
#ERROR!,慣用,#ERROR!
under jurisdiction,管下,#ERROR!
Cash,換価,#ERROR!
Sea rim,環海,#ERROR!
#ERROR!,觀艦,kankan
#ERROR!,觀経,#ERROR!
#ERROR!,管見,#ERROR!
#ERROR!,觀血,kankyes
#ERROR!,乾期,#ERROR!
visitor,觀客,#ERROR!
dried fish,乾魚,konnyo
#ERROR!,完形,#ERROR!
#ERROR!,環形,#ERROR!
environment,環境,#ERROR!
#ERROR!,完工,#ERROR!
bone replacement,換骨,#ERROR!
